,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM,Sm-18-coordinate,Fe-11-coordinate,Fe-8-coordinate,Fe-cuboctahedral,Fe-13-coordinate,Fe-body-centered cubic,Fe-10-coordinate,Sm-16-coordinate,Fe-14-coordinate,Fe-9-coordinate,Fe-12-coordinate,Sm-20-coordinate,Fe-15-coordinate,Sm-2-coordinate,Fe-2-coordinate,Sm-cuboctahedral,Fe-7-coordinate,Sm-6-coordinate,Fe-1-coordinate,Sm-14-coordinate,Sm-8-coordinate,Fe-6-coordinate,Sm-17-coordinate,Sm-10-coordinate,Sm-12-coordinate,Sm-11-coordinate,Sm-octahedral,Sm-3-coordinate,Fe-single-bond,Sm-4-coordinate,Fe-hexagonal planar,Fe-3-coordinate,Fe-16-coordinate,Sm-15-coordinate,Sm-7-coordinate,Sm-5-coordinate,Fe-q6,Fe-5-coordinate,Sm-19-coordinate,Sm-linear,Fe-bent 150 degrees,Sm-13-coordinate,Sm-1-coordinate,Fe-4-coordinate,Sm-9-coordinate,Fe-linear,Fe-17-coordinate,Sm-22-coordinate,Fe-18-coordinate,Sm-body-centered cubic,Sm-bent 150 degrees,Fe-20-coordinate,Fe-square co-planar,Fe-trigonal planar
98,Sm1_1-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_8-coordinate_1.0,0.4223076923076941,1.308523076923077,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
100,Sm1_6-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_14-coordinate_1.0|Fe7_14-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_linear_0.5|Fe10_body-centered cubic_0.6|Fe11_7-coordinate_1.0|Fe12_7-coordinate_1.0,0.2810000000000015,1.993916307692308,1.0,,,1.0,,,0.6,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
101,Sm1_18-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_cuboctahedral_0.6|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.219076923076924,2.0708282307692305,8.0,1.0,1.0,,0.6,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Sm1_17-coordinate_1.0|Fe1_cuboctahedral_0.4|Fe2_cuboctahedral_0.5|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_cuboctahedral_0.4|Fe6_cuboctahedral_0.6|Fe7_11-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_6-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_14-coordinate_1.0,0.2516153846153858,1.8734113846153844,1.0,,1.0,,0.6,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Sm1_16-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_cuboctahedral_0.7|Fe9_cuboctahedral_0.7|Fe10_16-coordinate_1.0,0.2234615384615396,1.913539692307692,8.0,,1.0,,0.7,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
104,Sm1_18-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_2-coordinate_1.0|Fe6_cuboctahedral_0.5|Fe7_cuboctahedral_0.7,0.2882307692307703,1.577542307692308,2.0,1.0,,1.0,0.7,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Sm1_3-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_13-coordinate_1.0,0.3554615384615402,1.4741558461538462,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Sm1_13-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_cuboctahedral_0.5|Fe11_13-coordinate_1.0|Fe12_18-coordinate_1.0,0.4623846153846172,1.8579609230769232,1.0,,1.0,1.0,0.5,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
107,Sm1_18-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_cuboctahedral_0.4|Fe12_13-coordinate_1.0,0.3064615384615402,1.7052923076923074,1.0,1.0,1.0,,0.4,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sm1_7-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_2-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_13-coordinate_1.0,0.2791538461538476,2.052598769230769,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
110,Sm1_5-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_1-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_10-coordinate_1.0,0.3740000000000018,2.053169846153846,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
113,Sm1_1-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_5-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_10-coordinate_1.0,0.2752307692307705,2.115956769230769,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
114,Sm1_8-coordinate_1.0|Fe1_7-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_7-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_14-coordinate_1.0,0.492153846153848,1.6185333846153844,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sm1_4-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0,0.2277692307692317,2.109306230769231,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
117,Sm1_16-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_12-coordinate_1.0,0.2654615384615401,2.0423835384615385,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Sm1_19-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_13-coordinate_1.0,0.2922307692307708,2.062557307692308,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
119,Sm1_7-coordinate_1.0|Fe1_cuboctahedral_0.5|Fe2_cuboctahedral_0.5|Fe3_cuboctahedral_0.6|Fe4_1-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_14-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_1-coordinate_1.0|Fe11_15-coordinate_1.0|Fe12_3-coordinate_1.0,0.2869230769230783,2.0504464615384617,1.0,,1.0,,0.6,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
120,Sm1_14-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_2-coordinate_1.0|Fe6_body-centered cubic_0.4,0.2240000000000015,2.1250521538461538,12.0,,,,,,0.4,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sm1_15-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_15-coordinate_1.0,0.2479230769230779,2.0815504615384617,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
122,Sm1_16-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_11-coordinate_1.0,0.3093076923076934,1.7129274615384618,2.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sm1_2-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_2-coordinate_1.0|Fe7_2-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_12-coordinate_1.0,0.3703846153846163,1.8273270769230767,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sm1_14-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_6-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_10-coordinate_1.0,0.2807692307692323,1.9011712307692303,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sm1_11-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_2-coordinate_1.0|Fe12_13-coordinate_1.0,0.3023076923076939,2.2099552307692307,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sm1_18-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_13-coordinate_1.0,0.2887692307692322,1.698157153846154,2.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sm1_9-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_11-coordinate_1.0,0.3083846153846165,1.864335,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
128,Sm1_2-coordinate_1.0|Fe1_cuboctahedral_0.6|Fe2_12-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_6-coordinate_1.0|Fe7_7-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_7-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.2962307692307702,1.9367686153846155,1.0,,,1.0,0.6,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Sm1_14-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_5-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_13-coordinate_1.0,0.3819230769230782,1.5375499230769232,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
130,Sm1_18-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_6-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_11-coordinate_1.0,0.2842307692307709,1.5675971538461542,8.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Sm1_5-coordinate_1.0|Fe1_7-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_12-coordinate_1.0,0.3383846153846165,1.858179,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
132,Sm1_15-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_7-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_6-coordinate_1.0|Fe10_cuboctahedral_0.5|Fe11_12-coordinate_1.0|Fe12_6-coordinate_1.0,0.3033846153846167,2.1348969230769232,1.0,,1.0,1.0,0.5,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
133,Sm1_2-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.3128461538461555,1.0976973846153846,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Sm1_13-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.3360769230769241,1.4402596923076925,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
135,Sm1_15-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_6-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.3036923076923093,2.035982769230769,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
136,Sm1_18-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_6-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_cuboctahedral_0.7|Fe11_12-coordinate_1.0|Fe12_13-coordinate_1.0,0.2538461538461558,2.1070515384615387,1.0,1.0,1.0,,0.7,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Sm1_10-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_1-coordinate_1.0|Fe11_1-coordinate_1.0|Fe12_12-coordinate_1.0,0.2375384615384632,2.1558535384615385,2.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sm1_14-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_8-coordinate_1.0,0.2457692307692324,1.803710769230769,2.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Sm1_13-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_7-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_13-coordinate_1.0,0.4428461538461553,2.100092307692308,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
140,Sm1_18-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_12-coordinate_1.0,0.2423076923076938,1.8584125384615384,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Sm1_8-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_7-coordinate_1.0|Fe12_12-coordinate_1.0,0.286307692307694,2.0575944615384616,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Sm1_9-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_8-coordinate_1.0,0.2232307692307704,2.1905615384615387,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
145,Sm1_12-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_10-coordinate_1.0,0.3316153846153862,2.2402232307692307,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Sm1_2-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_2-coordinate_1.0|Fe12_12-coordinate_1.0,0.3643846153846172,1.7727496153846152,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Sm1_14-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_9-coordinate_1.0|Fe8_1-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.3014615384615404,2.0082105384615385,6.0,,,1.0,,1.0,0.5,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Sm1_8-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_14-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_body-centered cubic_0.4|Fe7_13-coordinate_1.0|Fe8_2-coordinate_1.0|Fe9_body-centered cubic_0.4|Fe10_13-coordinate_1.0|Fe11_body-centered cubic_0.5|Fe12_8-coordinate_1.0,0.2180000000000013,2.194495615384616,1.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Sm1_2-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_cuboctahedral_0.4|Fe11_11-coordinate_1.0|Fe12_8-coordinate_1.0,0.3365384615384626,2.093595,6.0,,1.0,1.0,0.4,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Sm1_6-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_15-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_cuboctahedral_0.6|Fe8_13-coordinate_1.0,0.3595384615384631,2.214297076923077,35.0,,1.0,,0.6,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
