,crystal_descriptions,energy_substance_pa,magmom_pa,SYMM,Sm-18-coordinate,Fe-11-coordinate,Fe-8-coordinate,Fe-cuboctahedral,Fe-13-coordinate,Fe-body-centered cubic,Fe-10-coordinate,Sm-16-coordinate,Fe-14-coordinate,Fe-9-coordinate,Fe-12-coordinate,Sm-20-coordinate,Fe-15-coordinate,Sm-2-coordinate,Fe-2-coordinate,Sm-cuboctahedral,Fe-7-coordinate,Sm-6-coordinate,Fe-1-coordinate,Sm-14-coordinate,Sm-8-coordinate,Fe-6-coordinate,Sm-17-coordinate,Sm-10-coordinate,Sm-12-coordinate,Sm-11-coordinate,Sm-octahedral,Sm-3-coordinate,Fe-single-bond,Sm-4-coordinate,Fe-hexagonal planar,Fe-3-coordinate,Fe-16-coordinate,Sm-15-coordinate,Sm-7-coordinate,Sm-5-coordinate,Fe-q6,Fe-5-coordinate,Sm-19-coordinate,Sm-linear,Fe-bent 150 degrees,Sm-13-coordinate,Sm-1-coordinate,Fe-4-coordinate,Sm-9-coordinate,Fe-linear,Fe-17-coordinate,Sm-22-coordinate,Fe-18-coordinate,Sm-body-centered cubic,Sm-bent 150 degrees,Fe-20-coordinate,Fe-square co-planar,Fe-trigonal planar
454,Sm1_14-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_6-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_9-coordinate_1.0,0.325615384615386,2.137245230769231,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Sm1_2-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_15-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.2955384615384625,1.832493692307692,6.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Sm1_18-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_11-coordinate_1.0,0.2676153846153856,1.9761486153846155,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Sm1_1-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_body-centered cubic_0.5|Fe8_13-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_8-coordinate_1.0,0.212153846153848,1.893842307692308,6.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
458,Sm1_17-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_9-coordinate_1.0,0.3558461538461553,1.8293584615384617,6.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Sm1_10-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_8-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_1-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_14-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_1-coordinate_1.0,0.3654615384615399,1.869624615384616,1.0,,,1.0,,1.0,0.4,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Sm1_13-coordinate_1.0|Fe1_6-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_11-coordinate_1.0|Fe8_6-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_body-centered cubic_0.4|Fe11_1-coordinate_1.0|Fe12_13-coordinate_1.0,0.2455384615384632,2.0977974615384616,1.0,,1.0,1.0,,1.0,0.4,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
461,Sm1_14-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_14-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_7-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_13-coordinate_1.0,0.3380769230769249,1.9826407692307693,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Sm1_14-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_6-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_8-coordinate_1.0,0.1936923076923088,2.0068806153846155,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Sm1_1-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_13-coordinate_1.0,0.3618461538461555,1.491177846153846,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
464,Sm1_6-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_12-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_2-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_8-coordinate_1.0,0.2493076923076933,1.99488,1.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Sm1_13-coordinate_1.0|Fe1_body-centered cubic_0.5|Fe2_8-coordinate_1.0|Fe3_body-centered cubic_0.4|Fe4_13-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_3-coordinate_1.0|Fe10_body-centered cubic_0.4|Fe11_16-coordinate_1.0|Fe12_14-coordinate_1.0,0.2246153846153858,2.0582260769230767,8.0,,1.0,1.0,,1.0,0.4,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
466,Sm1_cuboctahedral_0.8|Fe1_9-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_body-centered cubic_0.4|Fe5_body-centered cubic_0.5|Fe6_9-coordinate_1.0,0.1693846153846163,2.153526153846154,12.0,,,1.0,,,0.5,,,,1.0,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_6-coordinate_1.0|Fe6_9-coordinate_1.0,0.2663846153846171,2.0596061538461536,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Sm1_6-coordinate_1.0|Fe1_5-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_5-coordinate_1.0|Fe7_6-coordinate_1.0|Fe8_6-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.2878461538461553,2.169240076923077,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
469,Sm1_10-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_2-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_10-coordinate_1.0,0.3419230769230786,2.171585,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Sm1_15-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_cuboctahedral_0.4|Fe12_16-coordinate_1.0,0.262846153846155,2.109847230769231,1.0,,,1.0,0.4,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
471,Sm1_15-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_13-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_9-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.3184615384615396,2.075470461538462,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
472,Sm1_6-coordinate_1.0|Fe1_2-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_9-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_5-coordinate_1.0,0.3311538461538478,1.852750461538461,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
473,Sm1_2-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_7-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_body-centered cubic_0.5|Fe7_8-coordinate_1.0|Fe8_bent 150 degrees_0.5|Fe9_12-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_14-coordinate_1.0,0.3000000000000015,2.057840076923077,6.0,,,1.0,,1.0,0.5,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,
474,Sm1_octahedral_0.4|Fe1_7-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_9-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_body-centered cubic_0.4|Fe6_body-centered cubic_0.4,0.1410769230769244,2.0746953846153846,12.0,,,,,,0.4,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Sm1_20-coordinate_1.0|Fe1_14-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe2_cuboctahedral_0.7,0.0709230769230788,2.0142844615384616,139.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Sm1_10-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_6-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_12-coordinate_1.0,0.2936923076923086,1.693577692307692,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Sm1_12-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_10-coordinate_1.0|Fe6_2-coordinate_1.0|Fe7_12-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_9-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_1-coordinate_1.0,0.2979230769230784,1.9398557692307687,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Sm1_10-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_14-coordinate_1.0|Fe4_14-coordinate_1.0|Fe5_14-coordinate_1.0|Fe6_14-coordinate_1.0|Fe7_13-coordinate_1.0,0.2366923076923086,2.0770707692307693,2.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Sm1_16-coordinate_1.0|Fe1_14-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_10-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_body-centered cubic_0.5,0.1148461538461556,1.7904452307692305,65.0,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Sm1_3-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_11-coordinate_1.0,0.3120000000000009,1.9919789230769231,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Sm1_8-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_8-coordinate_1.0|Fe7_8-coordinate_1.0|Fe8_14-coordinate_1.0|Fe9_1-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_9-coordinate_1.0|Fe12_8-coordinate_1.0,0.2342307692307704,2.118958153846154,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Sm1_8-coordinate_1.0|Fe1_1-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_cuboctahedral_0.5|Fe7_cuboctahedral_0.4,0.2707692307692326,2.240927,2.0,,,1.0,0.4,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Sm1_20-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe4_12-coordinate_1.0|Fe5_13-coordinate_1.0,0.2260769230769247,2.068283076923077,2.0,,1.0,,0.4,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Sm1_2-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_14-coordinate_1.0|Fe12_8-coordinate_1.0,0.2673846153846164,2.139332,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Sm1_14-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_8-coordinate_1.0|Fe3_8-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_13-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_body-centered cubic_0.5|Fe8_body-centered cubic_0.5|Fe9_body-centered cubic_0.4|Fe10_body-centered cubic_0.4|Fe11_body-centered cubic_0.5|Fe12_body-centered cubic_0.5,0.1700000000000017,2.006790692307692,10.0,,,1.0,,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Sm1_2-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_body-centered cubic_0.4|Fe3_11-coordinate_1.0|Fe4_2-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_15-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_13-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_14-coordinate_1.0,0.249230769230771,2.029898076923077,6.0,,1.0,1.0,,1.0,0.4,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Sm1_11-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_3-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_4-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_15-coordinate_1.0,0.350769230769232,2.0382971538461536,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
488,Sm1_9-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_1-coordinate_1.0|Fe4_1-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_1-coordinate_1.0|Fe8_body-centered cubic_0.4|Fe9_8-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_7-coordinate_1.0|Fe12_12-coordinate_1.0,0.275307692307694,2.086999384615385,1.0,,,1.0,,1.0,0.4,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
489,Sm1_20-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_cuboctahedral_0.7|Fe3_cuboctahedral_0.4|Fe4_15-coordinate_1.0,0.1713846153846171,2.182349,12.0,,,1.0,0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Sm1_16-coordinate_1.0|Fe1_13-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_7-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_11-coordinate_1.0|Fe10_6-coordinate_1.0|Fe11_1-coordinate_1.0|Fe12_9-coordinate_1.0,0.2996153846153865,2.051651846153846,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Sm1_17-coordinate_1.0|Fe1_10-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_10-coordinate_1.0,0.315000000000001,1.4197546153846154,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Sm1_20-coordinate_1.0|Fe3_cuboctahedral_0.4|Fe1_14-coordinate_1.0|Fe2_cuboctahedral_0.7,0.0784615384615403,1.846117846153846,139.0,,,,0.7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Sm1_12-coordinate_1.0|Fe1_7-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_10-coordinate_1.0|Fe4_9-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_13-coordinate_1.0|Fe12_9-coordinate_1.0,0.3624615384615398,1.862096923076923,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Sm1_12-coordinate_1.0|Fe1_8-coordinate_1.0|Fe2_13-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_13-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_13-coordinate_1.0|Fe7_1-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_8-coordinate_1.0|Fe12_9-coordinate_1.0,0.2280000000000009,2.150668,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Sm1_16-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_12-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_12-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_13-coordinate_1.0|Fe8_13-coordinate_1.0|Fe9_14-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_16-coordinate_1.0,0.2413076923076934,1.9969984615384613,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
496,Sm1_15-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_12-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_10-coordinate_1.0|Fe5_11-coordinate_1.0|Fe6_11-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_10-coordinate_1.0|Fe9_9-coordinate_1.0|Fe10_10-coordinate_1.0|Fe11_cuboctahedral_0.4|Fe12_11-coordinate_1.0,0.3542307692307706,1.0679657692307691,1.0,,1.0,,0.4,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
497,Sm1_13-coordinate_1.0|Fe1_12-coordinate_1.0|Fe2_9-coordinate_1.0|Fe3_9-coordinate_1.0|Fe4_12-coordinate_1.0|Fe5_8-coordinate_1.0|Fe6_body-centered cubic_0.4|Fe7_13-coordinate_1.0|Fe8_8-coordinate_1.0|Fe9_8-coordinate_1.0|Fe10_11-coordinate_1.0|Fe11_body-centered cubic_0.4|Fe12_8-coordinate_1.0,0.2929230769230785,2.013527692307692,1.0,,1.0,1.0,,1.0,0.4,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
498,Sm1_11-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_11-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_cuboctahedral_0.5|Fe6_10-coordinate_1.0|Fe7_11-coordinate_1.0|Fe8_9-coordinate_1.0|Fe9_13-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_11-coordinate_1.0|Fe12_14-coordinate_1.0,0.5384615384615395,0.7556202307692307,1.0,,1.0,,0.5,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Sm1_3-coordinate_1.0|Fe1_11-coordinate_1.0|Fe2_1-coordinate_1.0|Fe3_11-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_1-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_11-coordinate_1.0|Fe9_10-coordinate_1.0|Fe10_8-coordinate_1.0|Fe11_12-coordinate_1.0|Fe12_11-coordinate_1.0,0.3677692307692323,1.979206923076923,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Sm1_4-coordinate_1.0|Fe1_9-coordinate_1.0|Fe2_10-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_11-coordinate_1.0|Fe5_1-coordinate_1.0|Fe6_10-coordinate_1.0|Fe7_10-coordinate_1.0|Fe8_12-coordinate_1.0|Fe9_12-coordinate_1.0|Fe10_12-coordinate_1.0|Fe11_10-coordinate_1.0|Fe12_12-coordinate_1.0,0.5077692307692317,1.7457664615384618,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
501,Sm1_6-coordinate_1.0|Fe1_body-centered cubic_0.4|Fe2_8-coordinate_1.0|Fe3_7-coordinate_1.0|Fe4_8-coordinate_1.0|Fe5_9-coordinate_1.0|Fe6_8-coordinate_1.0,0.1611538461538471,2.075941153846154,2.0,,,1.0,,,0.4,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
