ID,Gen,Origin,CompositionSm,CompositionFe,Enthalpy,Volume,Density,Mag_moment,KPOINTS1,KPOINTS2,KPOINTS3,SYMM,Q_entr,A_order,S_order,magmom,magmom_pv,magmom_pa,energy_substance_pa
1400,9,LatMutate,1,12,-101.738,163.403,8.338,-0.162,2,4,4,12,0.172,3.3760000000000003,2.67,26.471286,0.162,2.036252769230769,0.18300000000000147
1401,9,LatMutate,1,12,-100.816,170.326,7.999,-0.138,3,4,2,8,0.215,2.44,1.786,23.504988,0.138,1.808076,0.25392307692307814
1402,9,LatMutate,1,12,-100.176,167.475,8.135,-0.162,3,3,3,1,0.209,2.186,1.625,27.13095,0.162,2.0869961538461537,0.30315384615384744
1403,9,LatMutate,1,12,-99.541,148.505,9.175,-0.091,3,4,2,8,0.21,2.524,1.864,13.513955,0.091,1.0395349999999999,0.3520000000000017
1404,9,LatMutate,1,12,-99.641,177.266,7.686,-0.127,3,3,2,1,0.222,2.18,1.5619999999999998,22.512781999999998,0.127,1.7317524615384614,0.3443076923076933
1405,9,softmutate,1,12,-100.381,155.778,8.746,-0.136,3,3,3,2,0.17800000000000002,2.327,1.844,21.185808,0.136,1.6296775384615385,0.2873846153846168
1406,9,LatMutate,1,12,-100.25,167.50099999999998,8.134,-0.133,3,3,2,2,0.17800000000000002,2.289,1.804,22.277632999999998,0.133,1.7136640769230769,0.2974615384615399
1407,9,softmutate,1,12,-99.954,170.57299999999998,7.9879999999999995,-0.14400000000000002,2,4,3,1,0.198,2.187,1.6740000000000002,24.562511999999995,0.144,1.8894239999999995,0.32023076923077115
1408,9,keptBest,1,12,-102.781,163.972,8.309,-0.14,4,4,2,123,0.146,3.6639999999999997,3.043,22.956080000000004,0.14,1.765852307692308,0.10276923076923175
1409,9,LatMutate,1,12,-99.84299999999999,162.667,8.376,-0.14800000000000002,3,4,2,1,0.196,2.259,1.7269999999999999,24.074716,0.148,1.8519012307692306,0.32876923076923303
1410,9,softmutate,1,12,-99.0,156.321,8.716000000000001,-0.127,4,3,2,1,0.22,2.2769999999999997,1.62,19.852767,0.127,1.527135923076923,0.39361538461538603
1411,9,softmutate,1,12,-100.89200000000001,183.74,7.415,-0.161,2,4,3,1,0.188,2.251,1.75,29.582140000000003,0.161,2.275549230769231,0.24807692307692372
1412,9,softmutate,1,12,-100.97399999999999,163.748,8.321,-0.166,5,3,1,2,0.142,2.542,2.148,27.182168,0.166,2.090936,0.241769230769233
1413,9,softmutate,1,12,-101.331,168.435,8.089,-0.139,4,2,3,2,0.16,2.459,2.005,23.412465,0.139,1.8009588461538462,0.2143076923076935
1414,9,softmutate,1,12,-102.838,162.077,8.406,-0.139,4,4,2,139,0.14800000000000002,3.839,3.15,22.528703,0.139,1.7329771538461538,0.09838461538461729
1415,9,softmutate,1,12,-100.01299999999999,154.047,8.845,-0.161,5,3,2,2,0.152,2.269,1.8980000000000001,24.801567,0.161,1.907812846153846,0.3156923076923098
1416,9,softmutate,1,12,-100.677,163.774,8.318999999999999,-0.157,3,4,2,2,0.182,2.3480000000000003,1.85,25.712518,0.157,1.977886,0.26461538461538553
1417,9,softmutate,1,12,-100.133,167.083,8.154,-0.15,3,3,2,1,0.207,2.185,1.633,25.06245,0.15,1.9278807692307691,0.30646153846154023
1418,9,softmutate,1,12,-100.12899999999999,163.358,8.34,-0.154,3,3,3,1,0.221,2.177,1.567,25.157132,0.154,1.935164,0.3067692307692329
1419,9,softmutate,1,12,-100.71600000000001,168.419,8.09,-0.16,2,2,5,1,0.174,2.591,2.069,26.94704,0.16,2.072849230769231,0.2616153846153854
1420,9,softmutate,1,12,-99.79700000000001,177.827,7.662000000000001,-0.163,3,3,2,1,0.22399999999999998,2.1519999999999997,1.531,28.985801000000002,0.163,2.229677,0.33230769230769286
1421,9,LatMutate,1,12,-100.226,162.85299999999998,8.366,-0.16699999999999998,3,4,2,1,0.209,2.371,1.751,27.196451,0.167,2.0920346923076925,0.29930769230769383
1422,9,softmutate,1,12,-100.62,164.90099999999998,8.262,-0.16699999999999998,3,5,1,1,0.132,2.5140000000000002,2.1790000000000003,27.538466999999997,0.167,2.118343615384615,0.26900000000000107
1423,9,softmutate,1,12,-101.36200000000001,164.011,8.307,-0.168,3,3,3,1,0.18100000000000002,2.302,1.817,27.553848000000002,0.168,2.1195267692307693,0.21192307692307766
1424,9,softmutate,1,12,-100.024,163.20600000000002,8.347999999999999,-0.155,2,3,4,1,0.179,2.207,1.75,25.296930000000003,0.155,1.9459176923076926,0.3148461538461552
1425,9,softmutate,1,12,-100.916,168.951,8.064,-0.172,3,2,3,2,0.161,2.253,1.849,29.059571999999996,0.172,2.235351692307692,0.24623076923077092
1426,9,softmutate,1,12,-100.579,164.10299999999998,8.302999999999999,-0.152,4,3,3,1,0.207,2.218,1.659,24.943655999999997,0.152,1.918742769230769,0.2721538461538481
1427,9,softmutate,1,12,-101.97,156.69899999999998,8.695,-0.163,5,5,1,139,0.1,3.7760000000000002,3.392,25.541936999999997,0.163,1.9647643846153844,0.16515384615384768
1428,9,softmutate,1,12,-100.831,165.079,8.253,-0.141,3,2,4,8,0.228,2.502,1.756,23.276139,0.141,1.790472230769231,0.25276923076923197
1429,9,softmutate,1,12,-101.035,170.166,8.007,-0.168,5,3,2,1,0.17,2.417,1.9580000000000002,28.587888,0.168,2.1990683076923077,0.23707692307692477
1430,9,softmutate,1,12,-98.84200000000001,160.95600000000002,8.465,-0.109,3,3,3,1,0.204,2.18,1.633,17.544204,0.109,1.349554153846154,0.4057692307692312
1431,9,Seeds,1,12,-101.434,165.75799999999998,8.22,-0.162,3,3,2,12,0.192,2.577,1.983,26.852795999999998,0.162,2.0655996923076922,0.206384615384617
1432,9,softmutate,1,12,-101.243,170.563,7.9879999999999995,-0.153,2,4,3,2,0.154,2.392,1.9909999999999999,26.096138999999997,0.153,2.0073953076923075,0.2210769230769249
1433,9,softmutate,1,12,-100.26799999999999,164.208,8.297,-0.165,5,3,2,1,0.198,2.225,1.733,27.09432,0.165,2.0841784615384613,0.29607692307692557
1434,9,softmutate,1,12,-101.757,166.405,8.187999999999999,-0.165,3,3,3,2,0.17,2.39,1.912,27.456825000000002,0.165,2.1120634615384617,0.1815384615384626
1435,9,Seeds,1,12,-101.074,167.31900000000002,8.142999999999999,-0.159,3,3,2,1,0.19399999999999998,2.313,1.7830000000000001,26.603721000000004,0.159,2.0464400769230773,0.23407692307692465
1436,9,softmutate,1,12,-100.819,169.83900000000003,8.022,-0.152,3,4,2,8,0.212,2.559,1.8659999999999999,25.815528000000004,0.152,1.9858098461538465,0.25369230769230894
1437,9,Seeds,1,12,-99.536,165.00900000000001,8.257,-0.16,3,3,2,1,0.185,2.392,1.874,26.401440000000004,0.16,2.0308800000000002,0.35238461538461674
1438,9,Seeds,1,12,-100.64,165.82,8.217,-0.165,3,3,3,1,0.18100000000000002,2.241,1.7590000000000001,27.3603,0.165,2.1046384615384612,0.26746153846153986
1439,9,Seeds,1,12,-100.434,166.833,8.167,-0.155,4,4,2,12,0.18100000000000002,2.479,1.949,25.859115,0.155,1.9891626923076922,0.2833076923076939
1440,9,Seeds,1,12,-101.552,172.47099999999998,7.9,-0.166,3,2,3,1,0.18600000000000003,2.318,1.811,28.630186,0.166,2.2023219999999997,0.19730769230769324
1441,9,Seeds,1,12,-101.73200000000001,165.94,8.211,-0.149,4,3,2,12,0.16899999999999998,2.68,2.1519999999999997,24.72506,0.149,1.9019276923076922,0.18346153846153884
1442,9,softmutate,1,12,-100.163,171.704,7.935,-0.163,2,3,3,1,0.195,2.19,1.67,27.987752000000004,0.163,2.1529040000000004,0.30415384615384783
1443,9,Seeds,1,12,-101.455,168.91,8.066,-0.16399999999999998,3,4,2,1,0.213,2.714,1.9769999999999999,27.701240000000002,0.164,2.1308646153846156,0.20476923076923234
1444,9,Seeds,1,12,-100.76100000000001,161.11700000000002,8.456,-0.154,4,4,2,1,0.209,2.441,1.79,24.812018000000002,0.154,1.9086167692307694,0.25815384615384684
1445,9,Seeds,1,12,-101.11,165.975,8.209,-0.16399999999999998,4,3,2,1,0.198,2.512,1.923,27.2199,0.164,2.0938384615384615,0.2313076923076938
1446,9,Seeds,1,12,-99.90799999999999,169.34599999999998,8.045,-0.163,4,4,2,12,0.142,2.819,2.394,27.603398,0.163,2.1233383076923076,0.3237692307692332
1447,9,Seeds,1,12,-100.691,170.842,7.975,-0.16,4,4,2,8,0.207,2.594,1.921,27.334720000000004,0.16,2.1026707692307696,0.2635384615384628
1448,9,Seeds,1,12,-101.133,170.266,8.002,-0.166,4,3,2,1,0.203,2.456,1.848,28.264156,0.166,2.174165846153846,0.2295384615384633
1449,9,Seeds,1,12,-100.43799999999999,167.047,8.156,-0.163,3,4,2,1,0.225,2.411,1.725,27.228661,0.163,2.0945123846153844,0.28300000000000236
1450,9,Seeds,1,12,-100.81700000000001,151.497,8.993,-0.18,3,3,2,2,0.1,2.6860000000000004,2.421,27.269460000000002,0.18,2.0976507692307695,0.2538461538461547
1451,9,Seeds,1,12,-100.985,167.351,8.141,-0.158,3,4,2,1,0.207,2.445,1.8119999999999998,26.441458,0.158,2.033958307692308,0.2409230769230784
1452,9,Seeds,1,12,-100.89399999999999,163.136,8.352,-0.168,4,3,2,1,0.187,2.261,1.767,27.406848,0.168,2.108219076923077,0.24792307692307902
1453,9,Seeds,1,12,-100.21700000000001,164.977,8.259,-0.161,3,3,2,1,0.207,2.162,1.611,26.561297,0.161,2.0431766923076924,0.30000000000000043
1454,9,Seeds,1,12,-100.74600000000001,162.08700000000002,8.406,-0.16699999999999998,3,3,3,1,0.192,2.29,1.7619999999999998,27.068529000000005,0.167,2.082194538461539,0.259307692307693
1455,9,Seeds,1,12,-100.988,162.912,8.363,-0.156,3,3,2,8,0.191,2.4419999999999997,1.895,25.414272,0.156,1.954944,0.24069230769230915
1456,9,Seeds,1,12,-100.265,161.05200000000002,8.46,-0.163,3,3,3,1,0.207,2.237,1.6640000000000001,26.251476000000004,0.163,2.019344307692308,0.2963076923076937
1457,9,Seeds,1,12,-101.787,164.666,8.274,-0.162,4,4,2,191,0.17600000000000002,3.549,2.7760000000000002,26.675892,0.162,2.051991692307692,0.1792307692307702
1458,9,Seeds,1,12,-100.46600000000001,167.04,8.157,-0.16699999999999998,3,3,2,1,0.165,2.4930000000000003,2.019,27.89568,0.167,2.1458215384615382,0.28084615384615463
1459,9,Seeds,1,12,-100.285,170.262,8.002,-0.162,3,3,2,1,0.201,2.263,1.7169999999999999,27.582444000000002,0.162,2.121726461538462,0.29476923076923245
1460,9,Seeds,1,12,-100.469,162.505,8.384,-0.14800000000000002,3,3,3,1,0.198,2.213,1.6909999999999998,24.050739999999998,0.148,1.8500569230769228,0.2806153846153865
1461,9,Seeds,1,12,-100.147,167.713,8.124,-0.159,3,3,3,1,0.19899999999999998,2.255,1.713,26.666367,0.159,2.051259,0.30538461538461636
1462,9,Seeds,1,12,-101.02799999999999,165.097,8.253,-0.159,4,3,2,1,0.203,2.405,1.821,26.250423,0.159,2.0192633076923077,0.2376153846153867
1463,9,Seeds,1,12,-103.17,164.937,8.261000000000001,-0.152,4,3,3,139,0.152,3.1289999999999996,2.6060000000000003,25.070424000000003,0.152,1.928494153846154,0.07284615384615514
1464,9,Seeds,1,12,-101.295,162.744,8.372,-0.16699999999999998,3,3,3,1,0.183,2.298,1.807,27.178248,0.167,2.0906344615384613,0.2170769230769244
1465,9,Seeds,1,12,-100.876,168.78099999999998,8.072000000000001,-0.16399999999999998,4,3,2,1,0.193,2.505,1.943,27.680083999999997,0.164,2.1292372307692307,0.24930769230769337
1466,9,Seeds,1,12,-100.963,163.183,8.349,-0.155,4,4,2,1,0.20199999999999999,2.455,1.8459999999999999,25.293364999999998,0.155,1.9456434615384615,0.2426153846153865
1467,9,Seeds,1,12,-101.63799999999999,163.922,8.312000000000001,-0.163,3,3,3,2,0.165,2.386,1.9340000000000002,26.719286,0.163,2.0553296923076925,0.19069230769230983
1468,9,Seeds,1,12,-101.904,168.61,8.081,-0.168,4,4,2,12,0.16699999999999998,3.2689999999999997,2.6180000000000003,28.326480000000004,0.168,2.1789600000000005,0.17023076923077093
1469,9,Seeds,1,12,-101.61399999999999,161.35299999999998,8.443999999999999,-0.154,4,4,2,12,0.17,3.361,2.6630000000000003,24.848361999999998,0.154,1.9114124615384613,0.19253846153846374
1470,9,Seeds,1,12,-100.655,170.688,7.982,-0.163,4,4,2,1,0.22399999999999998,2.335,1.6580000000000001,27.822143999999998,0.163,2.140164923076923,0.26630769230769363
1471,9,Seeds,1,12,-100.914,166.19400000000002,8.198,-0.163,4,4,2,1,0.163,2.5980000000000003,2.13,27.089622000000002,0.163,2.083817076923077,0.2463846153846167
1472,9,Seeds,1,12,-100.802,167.696,8.125,-0.154,4,4,2,1,0.20800000000000002,2.4330000000000003,1.798,25.825184,0.154,1.9865526153846154,0.2550000000000009
1473,9,Seeds,1,12,-100.656,169.47299999999998,8.039,-0.171,4,3,2,1,0.19899999999999998,2.218,1.685,28.979883,0.171,2.229221769230769,0.2662307692307702
1474,9,Seeds,1,12,-101.318,170.69799999999998,7.982,-0.161,4,3,2,8,0.19399999999999998,2.932,2.291,27.482377999999997,0.161,2.1140290769230767,0.21530769230769392
1475,9,Seeds,1,12,-101.39200000000001,162.953,8.361,-0.161,4,4,2,8,0.188,2.84,2.211,26.235433,0.161,2.018110230769231,0.20961538461538526
1476,9,Seeds,1,12,-100.727,169.46200000000002,8.04,-0.166,4,4,2,1,0.19399999999999998,2.525,1.9469999999999998,28.130692000000003,0.166,2.1638993846153847,0.2607692307692319
1477,9,Seeds,1,12,-101.786,164.85299999999998,8.265,-0.162,4,4,2,191,0.175,3.5010000000000003,2.758,26.706186,0.162,2.054322,0.17930769230769364
1478,9,Seeds,1,12,-99.978,166.045,8.205,-0.156,4,4,2,1,0.215,2.56,1.892,25.903019999999998,0.156,1.9925399999999998,0.31838461538461726
1479,9,Seeds,1,12,-100.73299999999999,164.032,8.306000000000001,-0.165,3,3,2,1,0.18,2.355,1.871,27.06528,0.165,2.0819446153846153,0.2603076923076945
1480,9,Seeds,1,12,-101.00399999999999,164.99900000000002,8.257,-0.168,3,3,3,1,0.198,2.354,1.791,27.719832000000007,0.168,2.1322947692307697,0.2394615384615406
1481,9,Seeds,1,12,-101.40700000000001,164.94099999999997,8.26,-0.168,3,3,3,1,0.188,2.345,1.821,27.710088,0.168,2.131545230769231,0.2084615384615391
1482,9,Seeds,1,12,-100.87299999999999,163.75,8.32,-0.156,3,3,2,2,0.182,2.251,1.785,25.545,0.156,1.965,0.2495384615384637
1483,9,Seeds,1,12,-103.04700000000001,161.058,8.46,-0.14800000000000002,4,3,3,139,0.159,3.053,2.522,23.836584,0.148,1.8335833846153844,0.08230769230769287
1484,9,Seeds,1,12,-101.67200000000001,162.124,8.404,-0.158,4,4,2,12,0.17300000000000001,3.346,2.628,25.615592,0.158,1.9704301538461537,0.18807692307692364
1485,9,Seeds,1,12,-101.61,162.583,8.38,-0.163,3,3,3,2,0.165,2.3680000000000003,1.915,26.501029,0.163,2.0385406923076923,0.19284615384615533
1486,9,Seeds,1,12,-100.693,165.55,8.23,-0.158,3,3,3,1,0.207,2.219,1.641,26.156900000000004,0.158,2.012069230769231,0.263384615384617
1487,9,Seeds,1,12,-100.69,164.387,8.288,-0.163,4,4,2,2,0.205,2.325,1.7280000000000002,26.795081,0.163,2.061160076923077,0.26361538461538625
1488,9,Seeds,1,12,-101.18700000000001,168.706,8.076,-0.163,3,3,2,1,0.192,2.481,1.933,27.499078,0.163,2.1153136923076925,0.2253846153846159
1489,9,Seeds,1,12,-101.678,165.705,8.222000000000001,-0.16399999999999998,3,3,3,2,0.16699999999999998,2.376,1.9169999999999998,27.175620000000002,0.164,2.090432307692308,0.18761538461538627
1490,9,Seeds,1,12,-100.927,168.97799999999998,8.062999999999999,-0.159,3,3,2,1,0.198,2.397,1.8359999999999999,26.867501999999998,0.159,2.066730923076923,0.2453846153846163
1491,9,Seeds,1,12,-101.49600000000001,167.632,8.128,-0.16,3,3,2,12,0.183,2.583,2.019,26.82112,0.16,2.063163076923077,0.20161538461538533
1492,9,Seeds,1,12,-101.854,166.312,8.192,-0.16899999999999998,4,4,2,12,0.165,3.489,2.8110000000000004,28.106728000000004,0.169,2.162056,0.17407692307692457
1493,9,Seeds,1,12,-101.601,160.593,8.484,-0.155,4,4,2,191,0.175,3.449,2.685,24.891914999999997,0.155,1.9147626923076921,0.19353846153846305
1494,9,Seeds,1,12,-101.77799999999999,164.93200000000002,8.261000000000001,-0.162,4,4,2,191,0.17600000000000002,3.542,2.766,26.718984000000003,0.162,2.0553064615384615,0.17992307692307902
1495,9,Seeds,1,12,-101.486,168.602,8.081,-0.16699999999999998,3,4,2,8,0.212,2.867,2.095,28.156534,0.167,2.165887230769231,0.2023846153846165
1496,9,Seeds,1,12,-100.757,169.74099999999999,8.027000000000001,-0.16899999999999998,4,4,2,1,0.21899999999999997,2.399,1.726,28.686229,0.169,2.206633,0.2584615384615395
1497,9,Seeds,1,12,-101.132,166.584,8.179,-0.163,3,3,2,1,0.201,2.363,1.79,27.153192,0.163,2.088707076923077,0.22961538461538566
1498,9,Seeds,1,12,-100.36200000000001,160.386,8.495,-0.16,3,3,3,1,0.207,2.165,1.617,25.66176,0.16,1.9739815384615385,0.2888461538461546
1499,9,Seeds,1,12,-100.84899999999999,171.329,7.952000000000001,-0.16699999999999998,3,3,2,1,0.204,2.333,1.739,28.611943000000004,0.167,2.2009186923076927,0.25138461538461765
1500,9,Seeds,1,12,-101.87799999999999,167.245,8.147,-0.16899999999999998,4,4,2,191,0.168,3.574,2.847,28.264405000000004,0.169,2.1741850000000005,0.17223076923077174
1501,9,Seeds,1,12,-100.427,162.792,8.369,-0.154,4,4,2,1,0.20800000000000002,2.291,1.699,25.069968,0.154,1.928459076923077,0.28384615384615475
1502,9,Seeds,1,12,-100.385,168.22799999999998,8.099,-0.162,3,3,2,1,0.165,2.843,2.272,27.252936,0.162,2.0963796923076923,0.2870769230769241
1503,9,Seeds,1,12,-100.459,165.37900000000002,8.238,-0.16699999999999998,3,3,3,1,0.174,2.2769999999999997,1.82,27.618293000000005,0.167,2.1244840769230775,0.28138461538461657
1504,9,Seeds,1,12,-101.055,169.687,8.029,-0.16399999999999998,4,3,2,1,0.207,2.44,1.81,27.828668000000004,0.164,2.1406667692307697,0.23553846153846245
1505,9,Seeds,1,12,-98.934,179.92,7.5729999999999995,-0.11900000000000001,4,4,2,1,0.09699999999999999,3.2680000000000002,2.948,21.410479999999996,0.119,1.6469599999999998,0.39869230769230934
1506,9,Seeds,1,12,-99.97200000000001,165.43599999999998,8.236,-0.12,4,3,2,1,0.193,2.3040000000000003,1.7630000000000001,19.852319999999995,0.12,1.527101538461538,0.3188461538461546
1507,9,Seeds,1,12,-100.76100000000001,165.942,8.211,-0.152,3,3,3,1,0.192,2.2319999999999998,1.73,25.223184,0.152,1.940244923076923,0.25815384615384684
1508,9,Seeds,1,12,-100.804,168.93900000000002,8.065,-0.171,3,3,3,1,0.196,2.253,1.714,28.888569000000007,0.171,2.222197615384616,0.2548461538461551
1509,9,Seeds,1,12,-101.177,166.222,8.197000000000001,-0.16399999999999998,3,4,2,1,0.154,2.679,2.214,27.260408,0.164,2.096954461538462,0.22615384615384707
1510,9,Seeds,1,12,-100.976,164.153,8.3,-0.16899999999999998,3,3,3,1,0.201,2.354,1.776,27.741857,0.169,2.133989,0.24161538461538612
1511,9,Seeds,1,12,-99.825,168.438,8.089,-0.16399999999999998,3,3,3,1,0.17800000000000002,2.318,1.825,27.623832,0.164,2.124910153846154,0.33015384615384735
1512,9,Seeds,1,12,-100.822,169.922,8.017999999999999,-0.16899999999999998,4,3,2,1,0.187,2.239,1.7480000000000002,28.716818,0.169,2.208986,0.2534615384615397
1513,9,Seeds,1,12,-101.87100000000001,167.676,8.126,-0.16899999999999998,4,4,2,12,0.163,3.3289999999999997,2.6889999999999996,28.337244,0.169,2.179788,0.17276923076923148
1514,9,Seeds,1,12,-101.34,163.437,8.336,-0.166,3,3,3,1,0.18899999999999997,2.346,1.82,27.130542000000002,0.166,2.0869647692307693,0.2136153846153858
1515,9,Seeds,1,12,-101.291,166.929,8.162,-0.161,4,4,2,8,0.22399999999999998,2.844,2.009,26.875569000000002,0.161,2.0673514615384616,0.21738461538461706
1516,9,Seeds,1,12,-100.479,173.75900000000001,7.841,-0.165,4,3,2,1,0.23600000000000002,2.43,1.646,28.670235000000005,0.165,2.205402692307693,0.27984615384615535
1517,9,Seeds,1,12,-100.295,164.265,8.294,-0.158,4,3,2,1,0.198,2.1919999999999997,1.672,25.95387,0.158,1.9964515384615384,0.2940000000000013
1518,9,Seeds,1,12,-101.31299999999999,168.396,8.091000000000001,-0.166,3,3,2,1,0.187,2.661,2.109,27.953736,0.166,2.1502873846153845,0.21569230769231004
1519,9,Seeds,1,12,-100.463,172.442,7.901,-0.16399999999999998,3,3,2,8,0.168,2.892,2.3209999999999997,28.280488000000002,0.164,2.175422153846154,0.281076923076925
1520,9,Seeds,1,12,-100.757,169.69400000000002,8.029,-0.165,3,3,2,1,0.213,2.293,1.686,27.999510000000004,0.165,2.153808461538462,0.2584615384615395
1521,9,Seeds,1,12,-100.15,163.158,8.351,-0.14800000000000002,3,3,3,1,0.205,2.238,1.6869999999999998,24.147383999999995,0.148,1.8574910769230766,0.30515384615384716
1522,9,Seeds,1,12,-100.10700000000001,167.98,8.111,-0.142,4,3,2,1,0.21899999999999997,2.219,1.609,23.853159999999995,0.142,1.834858461538461,0.30846153846153884
1523,9,Seeds,1,12,-101.074,166.826,8.167,-0.16399999999999998,4,4,2,1,0.207,2.418,1.798,27.359464,0.164,2.104574153846154,0.23407692307692465
1524,9,Seeds,1,12,-100.759,164.55700000000002,8.28,-0.163,4,4,2,8,0.209,2.9130000000000003,2.165,26.822791000000002,0.163,2.0632916153846157,0.25830769230769374
1525,9,Seeds,1,12,-101.09299999999999,165.921,8.212,-0.161,4,3,2,1,0.207,2.474,1.8459999999999999,26.713281,0.161,2.054867769230769,0.23261538461538686
1526,9,Seeds,1,12,-100.553,172.047,7.919,-0.16399999999999998,3,3,2,1,0.195,2.244,1.723,28.215708,0.164,2.170439076923077,0.2741538461538478
1527,9,Seeds,1,12,-101.26100000000001,165.415,8.237,-0.161,4,4,2,8,0.221,2.889,2.059,26.631815,0.161,2.0486011538461537,0.21969230769230835
1528,9,Seeds,1,12,-100.861,162.12,8.404,-0.154,4,4,2,8,0.193,2.523,1.9480000000000002,24.96648,0.154,1.9204984615384615,0.25046153846153957
1529,9,Seeds,1,12,-101.178,173.59400000000002,7.849,-0.16699999999999998,4,4,2,1,0.142,2.695,2.286,28.990198000000007,0.167,2.230015230769231,0.22607692307692473
1530,9,Seeds,1,12,-100.574,167.435,8.137,-0.159,3,3,2,1,0.209,2.286,1.686,26.622165000000003,0.159,2.0478588461538463,0.2725384615384631
1531,9,Seeds,1,12,-101.181,164.533,8.281,-0.17,4,4,2,160,0.19699999999999998,3.154,2.373,27.97061,0.17,2.1515853846153847,0.22584615384615547
1532,9,Seeds,1,12,-101.781,165.044,8.255,-0.162,4,4,2,12,0.17300000000000001,3.407,2.6839999999999997,26.737128000000002,0.162,2.056702153846154,0.17969230769230868
1533,9,Seeds,1,12,-99.84100000000001,166.715,8.172,-0.16,3,3,2,1,0.2,2.253,1.693,26.674400000000002,0.16,2.0518769230769234,0.3289230769230777
1534,9,Seeds,1,12,-100.876,161.221,8.451,-0.152,4,4,2,8,0.204,2.7880000000000003,2.069,24.505592,0.152,1.8850455384615386,0.24930769230769337
1535,9,Seeds,1,12,-99.99799999999999,170.507,7.9910000000000005,-0.16699999999999998,4,3,2,1,0.2,2.336,1.781,28.474669000000002,0.167,2.190359153846154,0.316846153846156
1536,10,Heredity,1,12,-101.51799999999999,173.324,7.861000000000001,-0.165,3,3,2,2,0.136,2.431,2.08,28.598460000000003,0.165,2.199881538461539,0.1999230769230794
1537,10,Heredity,1,12,-100.352,173.50900000000001,7.852,-0.152,3,3,2,1,0.19899999999999998,2.225,1.693,26.373368000000003,0.152,2.0287206153846156,0.2896153846153858
1538,10,Heredity,1,12,-100.786,173.00799999999998,7.875,-0.165,3,3,2,1,0.20800000000000002,2.3409999999999997,1.756,28.546319999999998,0.165,2.195870769230769,0.25623076923077054
1539,10,Heredity,1,12,-101.126,174.012,7.83,-0.161,3,2,3,6,0.223,2.659,1.8559999999999999,28.015932,0.161,2.1550716923076925,0.23007692307692415
1540,10,Heredity,1,12,-101.15700000000001,171.34900000000002,7.9510000000000005,-0.165,3,4,2,1,0.166,2.516,2.0269999999999997,28.272585000000003,0.165,2.174814230769231,0.2276923076923083
1541,10,Heredity,1,12,-101.21799999999999,179.53099999999998,7.5889999999999995,-0.16399999999999998,4,3,2,1,0.185,2.4090000000000003,1.891,29.443084,0.164,2.264852615384615,0.22300000000000225
1542,10,Heredity,1,12,-101.366,172.585,7.894,-0.163,4,3,2,6,0.217,2.6889999999999996,1.952,28.131355000000003,0.163,2.1639503846153847,0.21161538461538607
1543,10,Heredity,1,12,-100.259,163.947,8.31,-0.155,3,3,2,1,0.19699999999999998,2.256,1.725,25.411785000000002,0.155,1.9547526923076926,0.2967692307692322
1544,10,Heredity,1,12,-99.581,172.468,7.9,-0.151,4,3,2,1,0.209,2.256,1.666,26.042668,0.151,2.0032821538461536,0.3489230769230781
1545,10,Heredity,1,12,-100.075,162.17600000000002,8.401,-0.156,3,3,2,8,0.14300000000000002,3.0860000000000003,2.5580000000000003,25.299456000000003,0.156,1.9461120000000003,0.31092307692307813
1546,10,Heredity,1,12,-100.14399999999999,165.28400000000002,8.243,-0.163,3,3,2,1,0.214,2.231,1.6469999999999998,26.941292000000004,0.163,2.0724070769230774,0.30561538461538673
1547,10,Heredity,1,12,-101.1,163.179,8.35,-0.155,4,3,2,8,0.2,2.76,2.136,25.292745,0.155,1.9455957692307693,0.23207692307692496
1548,10,Heredity,1,12,-101.148,172.847,7.882999999999999,-0.161,4,3,2,2,0.195,2.501,1.883,27.828367000000004,0.161,2.1406436153846156,0.22838461538461713
1549,10,Heredity,1,12,-100.811,168.356,8.093,-0.153,4,4,2,8,0.215,2.502,1.804,25.758467999999997,0.153,1.9814206153846152,0.2543076923076932
1550,10,Heredity,1,12,-99.844,171.726,7.934,-0.146,3,3,2,1,0.22,2.242,1.621,25.071996,0.146,1.9286150769230768,0.32869230769230956
1551,10,Heredity,1,12,-100.631,166.851,8.166,-0.168,4,3,2,1,0.19699999999999998,2.227,1.6869999999999998,28.030968,0.168,2.1562283076923077,0.2681538461538476
1552,10,Heredity,1,12,-99.531,167.67,8.126,-0.154,4,4,2,1,0.23199999999999998,2.298,1.584,25.82118,0.154,1.9862446153846152,0.3527692307692317
1553,10,Heredity,1,12,-99.67200000000001,160.482,8.49,-0.141,3,3,2,1,0.203,2.219,1.675,22.627961999999997,0.141,1.7406124615384613,0.3419230769230775
1554,10,Heredity,1,12,-101.344,168.415,8.09,-0.14400000000000002,3,4,2,1,0.128,2.7560000000000002,2.375,24.251759999999997,0.144,1.8655199999999998,0.2133076923076942
1555,10,Heredity,1,12,-101.66,161.917,8.415,-0.157,4,4,2,191,0.175,3.38,2.63,25.420969,0.157,1.9554591538461539,0.1890000000000017
1556,10,RandTop,1,12,-98.245,159.937,8.519,-0.115,3,3,3,6,0.22,2.5660000000000003,1.801,18.392755,0.115,1.4148273076923077,0.4516923076923088
1557,10,RandTop,1,12,-100.414,168.487,8.087,-0.158,3,3,3,1,0.205,2.1630000000000003,1.619,26.620946,0.158,2.047765076923077,0.2848461538461552
